,RECORD,BBLE,LOT,EASEMENT,BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,ZIP,EXMPTCL,BLDFRONT,BLDDEPTH,NA_COUNT_PRE,BORO,AVG_LTFRONT,AVG_LTDEPTH,AVG_STORIES,AVG_ZIP,AVG_BLDFRONT,AVG_BLDDEPTH,NA_COUNT_POST
47873,47874,4108720014,14,,A0,1,40.0,100.0,1.5,336000,11338,17970,1620,1620,1017.0,11423.0,,27.0,36.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
770824,770825,3053170028E,28,E,U7,3,33.0,101.0,3.0,0,0,0,0,0,,11218.0,,25.0,52.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
168007,168008,3056580025,25,,B1,1,20.0,100.0,2.0,710000,15808,25567,1620,1620,1017.0,11220.0,,20.0,50.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
573890,573891,4026400009,9,,S2,1,20.0,100.0,2.0,454000,12507,22713,0,0,,11385.0,,20.0,55.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
1027282,1027283,5015251064,1064,,R3,1A,48.0,109.0,2.0,291940,1427,12181,1427,1620,1017.0,10314.0,,20.0,24.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
774705,774706,5003690031,31,,A0,1,46.0,100.0,1.6,561000,14730,28108,1620,1620,1017.0,10314.0,,27.0,42.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
637987,637988,4008060064,64,,A5,1,15.0,100.0,2.0,443000,7153,12378,1620,1620,1017.0,11105.0,,15.0,27.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
34125,34126,2045500007,7,,C1,2,50.0,100.0,4.0,457000,18000,205650,0,0,,10467.0,,50.0,90.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
726365,726366,3062400031,31,,B1,1,24.0,100.0,2.0,705000,17427,31104,1620,1620,1017.0,11214.0,,20.0,66.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
1039344,1039345,1001790001,1,,G6,4,74.0,150.0,1.0,2610000,1170000,1174500,0,0,,10013.0,,5.0,5.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
36386,36387,2051340037,37,,V0,1B,25.0,95.0,4.0,134663,3673,3673,0,0,,10464.0,,33.0,52.0,10,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
667718,667719,3037520001,1,,S2,1,20.0,68.0,3.0,310000,7170,12998,0,0,,11207.0,,20.0,52.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
142803,142804,3024380001,1,,Z9,4,22.0,75.0,3.0,36000,15750,16200,0,0,,11211.0,,25.0,52.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
944027,944028,2047890016,16,,A2,1,25.0,95.0,1.0,368000,9541,15675,1620,1620,1017.0,10469.0,,20.0,58.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
90341,90342,3078310029,29,,A2,1,23.0,100.0,1.0,391000,11465,20851,1620,1620,1017.0,11234.0,,23.0,45.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
26836,26837,1010551010,1010,,R4,2,81.0,120.0,7.0,156990,21293,70646,0,0,,10036.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
349664,349665,4119960107,107,,A2,1,40.0,70.0,1.0,352000,10168,16050,1620,1620,1017.0,11436.0,,24.0,42.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
984086,984087,3065680084,84,,B1,1,25.0,100.0,2.0,764000,20792,31518,0,0,,11230.0,,20.0,60.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
604442,604443,3000361034,1034,,R4,2,33.0,101.0,11.0,137646,2888,61941,0,59053,1920.0,11201.0,,25.0,52.0,4,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
533824,533825,5001101190,1190,,R4,2,740.0,289.0,4.0,48666,9104,21900,0,0,,10301.0,,25.0,40.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
226292,226293,2026070091,91,,M1,4,46.0,94.0,2.0,646000,24660,290700,24660,290700,1021.0,10456.0,X5,41.0,94.0,2,2,49.0,107.0,4.0,10464.0,33.0,52.0,1
151521,151522,3009940021,21,,B1,1,19.0,100.0,2.0,1220000,9528,17376,1620,1620,1017.0,11215.0,,19.0,30.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
201826,201827,3077940012,12,,A1,1,25.0,100.0,2.0,487000,15754,26008,1620,1620,1017.0,11234.0,,18.0,57.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
396235,396236,4067380028,28,,A1,1,24.0,100.0,2.5,490000,9481,17665,1620,1620,1017.0,11365.0,,16.0,34.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
752941,752942,4106890002,2,,A5,1,21.0,90.0,2.0,370000,13446,21081,0,0,,11429.0,,21.0,39.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
618271,618272,2048440078,78,,B1,1,21.0,114.0,1.0,345000,11269,17834,0,0,,10466.0,,21.0,41.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
441329,441330,5044710051,51,,A9,1,25.0,101.0,2.0,395000,12561,22051,1620,1620,1017.0,10306.0,,15.0,40.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
45128,45129,5053480083,83,,B3,1,65.0,90.0,2.0,627000,17166,31564,1620,1620,1017.0,10312.0,,40.0,25.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
135737,135738,3019491010,1010,,R4,2,45.0,160.0,5.0,87350,1979,39308,0,36180,5114.0,11238.0,,25.0,52.0,5,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
1028022,1028023,5023760170,170,,B2,1,25.0,110.0,2.0,412000,14729,24177,1620,1620,1017.0,10314.0,,17.0,52.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
385418,385419,1014911141,1141,,R4,2,81.0,120.0,15.0,320284,32996,144128,2090,2090,1017.0,10075.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
195007,195008,4012000029,29,,B1,1,26.0,103.0,2.0,677000,15682,26476,1620,1620,1017.0,11377.0,,20.0,54.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
164846,164847,4131220026,26,,A1,1,37.0,100.0,1.6,426000,12656,20269,0,0,,11413.0,,24.0,43.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
442079,442080,1011151288,1288,,R4,2,81.0,120.0,32.0,207508,51386,93379,2090,2090,1017.0,10023.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
893667,893668,3066031104,1104,,R1,2C,33.0,101.0,4.0,232298,3963,46281,1859,44177,5113.0,11204.0,,25.0,52.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
114236,114237,4028340037,37,,B1,1,23.0,95.0,2.0,611000,22927,35464,20972,20972,1015.0,11378.0,,22.0,45.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
851877,851878,3025310025,25,,C0,1,18.0,95.0,3.0,529000,8441,13954,8441,10217,1015.0,11222.0,,18.0,35.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
533467,533468,5035400009,9,,B2,1,24.0,94.0,3.0,385000,13907,22784,1620,1620,1017.0,10305.0,,16.0,45.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
984494,984495,3056780055,55,,B3,1,50.0,100.0,2.5,1090000,20937,37536,0,0,,11219.0,,20.0,70.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
457747,457748,5021450251,251,,B9,1,25.0,110.0,3.0,465000,16860,27900,1620,1620,1017.0,10314.0,,20.0,35.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
918648,918649,3080620011,11,,B2,1,22.0,100.0,2.0,537000,13916,24909,0,0,,11236.0,,22.0,45.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
240958,240959,4114441098,1098,,R5,4,1.0,104.0,3.0,8840,1565,3978,0,0,,11414.0,,26.0,44.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
633670,633671,3077360045,45,,B1,1,30.0,100.0,2.0,518000,16303,29631,1620,1620,1017.0,11234.0,,24.0,56.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
620579,620580,1012010047,47,,C0,1,23.0,100.0,4.0,10200000,112103,165000,1620,1620,1017.0,10024.0,,23.0,67.0,7,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
121014,121015,3076590081,81,,A1,1,40.0,100.0,2.5,1300000,24284,44215,1620,1620,1017.0,11210.0,,28.0,32.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
6818,6819,3070950012,12,,A5,1,17.0,100.0,2.0,404000,10942,17002,10942,13016,1010.0,11223.0,,14.0,50.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
990769,990770,4093170036,36,,A1,1,50.0,100.0,2.7,465000,14923,23286,0,0,,11418.0,,20.0,28.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
643449,643450,4155600054,54,,K1,4,54.0,130.0,1.0,788000,97200,354600,0,257400,1986.0,11691.0,,45.0,66.0,4,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
325945,325946,4112660076,76,,A1,1,52.0,100.0,2.0,373000,12594,20514,1620,1620,1017.0,11411.0,,28.0,31.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
45476,45477,4007850130,130,,B1,1,16.0,50.0,2.0,500000,10511,18973,1620,1620,1017.0,11105.0,,16.0,40.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
708170,708171,4116510028,28,,A1,1,20.0,100.0,2.0,327000,8549,13186,1620,1620,1017.0,11420.0,,14.0,28.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
823550,823551,4031040164,164,,A5,1,20.0,112.0,1.0,522000,13209,21481,1620,1620,1017.0,11374.0,,20.0,47.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
665293,665294,1005840023,23,,C5,2B,19.0,55.0,4.0,808000,196208,224556,0,0,,10014.0,,20.0,40.0,8,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
875875,875876,4050421045,1045,,R5,4,41.0,104.0,14.0,75440,5855,33948,2650,2650,1017.0,11355.0,,26.0,44.0,3,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
775939,775940,3059300014,14,,A4,1,20.0,80.0,2.0,677000,19471,33457,1620,1620,1017.0,11209.0,,20.0,40.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
383371,383372,4094130037,37,,A9,1,16.0,100.0,2.0,311000,10201,15552,1620,1620,1017.0,11419.0,,16.0,32.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
18642,18643,2044450032,32,,B3,1,25.0,100.0,2.0,469000,15047,24849,0,0,,10469.0,,21.0,60.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
780329,780330,4067350027,27,,A1,1,30.0,100.0,2.5,490000,11682,20299,1620,1620,1017.0,11355.0,,20.0,28.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
1010954,1010955,4077790057,57,,A1,1,50.0,95.0,2.0,646000,20178,33945,1620,1620,1017.0,11364.0,,25.0,29.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
859390,859391,4013590028,28,,A2,1,21.0,100.0,1.0,448000,13233,20874,0,0,,11369.0,,21.0,42.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
273662,273663,5010990036,36,,A1,1,27.0,100.0,2.5,294000,9169,15583,1620,1620,1017.0,10302.0,,18.0,26.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
621700,621701,1021420084,84,,C1,2,50.0,95.0,5.0,367000,25785,165150,0,0,,10032.0,,50.0,81.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
967812,967813,3061860042,42,,S2,1,20.0,100.0,2.0,534000,15298,27786,0,0,,11204.0,,20.0,62.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
934112,934113,4011620063,63,,B3,1,25.0,100.0,2.0,531000,15312,24055,1620,1620,1017.0,11377.0,,16.0,39.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
832536,832537,3010470063,63,,D9,2,14.0,25.0,5.0,34000,15300,15300,0,0,,11215.0,,83.0,60.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
881149,881150,3041060031E,31,E,U7,3,85.0,96.0,3.0,0,0,0,0,0,,11220.0,,25.0,52.0,10,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
794224,794225,2046450167,167,,C0,1,23.0,95.0,3.0,483000,17634,28296,1620,1620,1017.0,10467.0,,23.0,52.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
94650,94651,4116640020,20,,A1,1,25.0,100.0,2.5,353000,11674,17839,4296,4296,1010.0,11420.0,,16.0,36.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
287111,287112,4072730058,58,,A1,1,40.0,100.0,2.5,708000,21843,37536,1620,1620,1017.0,11423.0,,27.0,28.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
531917,531918,5052690027,27,,A2,1,40.0,100.0,3.0,443000,9963,17376,1620,1620,1017.0,10308.0,,16.0,44.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
835337,835338,2040820013,13,,O7,4,47.0,182.0,2.0,2580000,213300,1161000,0,947700,1986.0,10461.0,,100.0,95.0,4,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
318225,318226,1000441397,1397,,R4,2,81.0,120.0,38.0,296629,52784,133483,0,59345,1925.0,10005.0,,151.0,149.0,4,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
14226,14227,5007050176,176,,A1,1,62.0,117.0,1.0,521000,20160,31260,0,0,,10314.0,,40.0,34.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
843342,843343,1006371032,1032,,R4,2,81.0,120.0,8.0,323088,36862,145390,2090,2090,1017.0,10014.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
345379,345380,4009051321,1321,,R4,2,41.0,104.0,23.0,60116,3289,27052,2738,26501,5114.0,11102.0,,26.0,44.0,3,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
852627,852628,1009880075,75,,T2,4,668.0,99.0,19.0,4680000,2106000,2106000,2106000,2106000,2191.0,10035.0,X1,70.0,102.0,4,1,81.0,120.0,19.0,10035.0,70.0,102.0,1
152817,152818,5015010274,274,,B2,1,40.0,117.0,2.0,506000,18765,29306,1620,1620,1017.0,10314.0,,26.0,49.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
534853,534854,4021121049,1049,,R4,2,200.0,184.0,6.0,26640,1733,11988,0,0,,11374.0,,26.0,44.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
875855,875856,4050441569,1569,,R4,2,41.0,104.0,6.0,70492,4546,31721,2090,2090,1017.0,11355.0,,26.0,44.0,3,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
890365,890366,1006371311,1311,,R4,2,81.0,120.0,16.0,1067513,217129,480381,0,184680,5110.0,10014.0,,70.0,102.0,4,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
899704,899705,4138440037,37,,V0,1B,86.0,75.0,3.0,312244,921,921,0,0,,11380.0,,26.0,44.0,10,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
355024,355025,4054530030,30,,A1,1,40.0,100.0,2.0,535000,15953,27532,1620,1620,1017.0,11355.0,,34.0,20.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
653353,653354,1018461187,1187,,R4,2,81.0,120.0,20.0,139033,17030,62565,13565,13565,1010.0,10026.0,,70.0,102.0,2,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
214704,214705,4019810004,4,,B2,1,25.0,100.0,2.0,651000,11300,20548,0,0,,11368.0,,20.0,41.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
1011297,1011298,3071310051,51,,B1,1,24.0,100.0,2.0,807000,21544,28738,1620,1620,1017.0,11223.0,,20.0,68.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
690104,690105,5056910023,23,,B9,1,30.0,100.0,2.0,459000,14757,24542,1620,1620,1017.0,10312.0,,22.0,54.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
675370,675371,4126820057,57,,B2,1,34.0,100.0,2.0,460000,14700,23644,1620,1620,1017.0,11413.0,,27.0,23.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
136703,136704,1011401172,1172,,R4,2,81.0,120.0,34.0,90520,13708,40734,2090,2090,1017.0,10023.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
702512,702513,2032080013,13,,B3,1,24.0,100.0,2.5,317000,6933,10989,1620,1620,1017.0,10453.0,,21.0,33.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
375740,375741,4053000018,18,,A1,1,45.0,90.0,2.5,600000,17887,31381,1620,1620,1017.0,11358.0,,27.0,27.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
697307,697308,4081160098,98,,V0,1B,40.0,115.0,3.0,358800,8359,8359,0,0,,11380.0,,26.0,44.0,10,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
685295,685296,2047620064,64,,B1,1,30.0,100.0,1.0,448000,11106,19903,0,0,,10469.0,,24.0,47.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
330680,330681,1011151367,1367,,R4,2,81.0,120.0,32.0,145576,36052,65509,2090,2090,1017.0,10023.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
539550,539551,3026610046,46,,Z9,4,42.0,100.0,3.0,95000,36000,42750,0,0,,11222.0,,25.0,52.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
557662,557663,1013091121,1121,,R4,2,146.0,100.0,15.0,122184,15326,54983,2090,2090,1017.0,10022.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
888575,888576,3044151189,1189,,R4,2,33.0,101.0,9.0,17288,2255,7780,2090,2090,1017.0,11207.0,,25.0,52.0,3,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
645450,645451,3009340026,26,,C0,1,20.0,100.0,3.0,1044000,12583,24508,1620,1620,1017.0,11217.0,,20.0,45.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
546301,546302,4155720062,62,,B3,1,40.0,117.0,1.5,549000,12107,22532,1620,1620,1017.0,11691.0,,28.0,57.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
487891,487892,3074220211,211,,B1,1,25.0,100.0,2.0,679000,22580,34687,1620,1620,1017.0,11235.0,,20.0,64.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
508274,508275,4047130053,53,,A2,1,37.0,100.0,1.6,521000,18539,29359,1620,1620,1017.0,11357.0,,24.0,41.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
17851,17852,4127720208,208,,B3,1,40.0,100.0,1.6,412000,11711,21734,7053,7053,1010.0,11411.0,,25.0,48.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
880416,880417,5033490050,50,,A9,1,23.0,100.0,2.0,334000,10809,18610,0,0,,10305.0,,15.0,38.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
561629,561630,1010472198,2198,,R4,2,175.0,200.0,50.0,112522,23967,50635,0,0,,10019.0,,150.0,150.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
641321,641322,2029610001,1,,V0,1B,32.0,62.0,4.0,74250,657,657,0,0,,10464.0,,33.0,52.0,10,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
806731,806732,5031240315,315,,A9,1,24.0,115.0,2.0,361000,12029,20198,1620,1620,1017.0,10305.0,,15.0,40.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
538009,538010,3033990014,14,,C2,2A,25.0,100.0,3.0,270000,1430,48267,0,0,,11237.0,,25.0,65.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
44124,44125,4000430006,6,,K4,4,22.0,74.0,2.0,267000,46800,120150,0,0,,11101.0,,22.0,64.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
676200,676201,3019590050,50,,B3,1,18.0,100.0,3.0,1699000,13763,24384,1620,1620,1017.0,11238.0,,18.0,45.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
601857,601858,4113210023,23,,A2,1,42.0,100.0,1.6,400000,13972,22003,7120,7120,1010.0,11411.0,,29.0,42.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
178808,178809,3012760036,36,,B9,1,23.0,127.0,2.0,601000,13532,24571,0,0,,11225.0,,20.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
570471,570472,3054420069,69,,W2,4,120.0,220.0,3.0,13000000,742500,5850000,742500,5850000,1021.0,11219.0,X5,120.0,100.0,2,3,33.0,101.0,3.0,11220.0,25.0,52.0,1
640138,640139,5054940212,212,,A5,1,27.0,100.0,2.0,352000,11636,19598,1620,1620,1017.0,10308.0,,18.0,37.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
588888,588889,4094900052,52,,B2,1,40.0,113.0,2.5,533000,14931,26265,0,0,,11419.0,,20.0,50.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
794449,794450,3066820043,43,,W2,4,40.0,115.0,4.0,1550000,151650,697500,151650,697500,1022.0,11223.0,,40.0,93.0,3,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
500553,500554,3088451672,1672,,V0,1B,15.0,45.0,3.0,55120,694,694,0,0,,11220.0,,25.0,52.0,10,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
226086,226087,4015261037,1037,,R4,2,41.0,104.0,6.0,33285,3235,14978,0,0,,11373.0,,26.0,44.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
951406,951407,1001881507,1507,,R4,2,81.0,120.0,7.0,459888,29726,206950,0,0,,10013.0,,151.0,84.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
515604,515605,3055350038,38,,B1,1,26.0,100.0,2.0,777000,19496,31891,1620,1620,1017.0,11204.0,,20.0,66.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
659040,659041,4067971303,1303,,R5,4,41.0,104.0,3.0,5000,2250,2250,0,0,,11365.0,,26.0,44.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
462391,462392,3023790030,30,,C6,2C,28.0,83.0,4.0,1120000,1529,80410,1529,14498,5129.0,11211.0,,28.0,60.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
852616,852617,4006160049,49,,C0,1,30.0,97.0,3.0,733000,23515,36909,0,0,,11102.0,,20.0,55.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
1048200,1048201,4114870043,43,,B3,1,33.0,100.0,2.7,455000,14118,23444,1620,1620,1017.0,11417.0,,22.0,30.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
302299,302300,5046830001,1,,A2,1,40.0,100.0,1.0,369000,12523,21004,12523,16368,1010.0,10306.0,,24.0,44.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
934517,934518,5005690090,90,,S2,1,16.0,75.0,2.0,293000,9660,17580,0,0,,10301.0,,16.0,60.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
1003035,1003036,4013640038,38,,A5,1,20.0,100.0,2.0,482000,11243,20449,1620,1620,1017.0,11369.0,,20.0,37.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
370742,370743,4069200009,9,,A2,1,40.0,100.0,1.0,478000,16726,27475,0,0,,11365.0,,26.0,40.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
462658,462659,3011711303,1303,,R2,2,33.0,101.0,4.0,37522,2277,16885,0,0,,11238.0,,25.0,52.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
454124,454125,2039441995,1995,,R4,2,49.0,107.0,12.0,38851,5396,17483,0,3424,1920.0,10462.0,,33.0,52.0,4,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
297133,297134,1004990027,27,,D0,2C,24.0,100.0,5.0,5790000,86011,452733,19852,19852,1010.0,10012.0,,25.0,93.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
599356,599357,3041230042,42,,B1,1,20.0,94.0,2.0,469000,12328,17791,1620,1620,1017.0,11208.0,,20.0,50.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
800466,800467,4115930023,23,,B2,1,24.0,97.0,2.0,449000,17363,25815,3240,3240,1017.0,11420.0,,20.0,50.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
503190,503191,4117940058,58,,B3,1,40.0,100.0,2.0,510000,10192,22309,1620,1620,1017.0,11420.0,,25.0,27.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
796396,796397,2037660014,14,,C0,1,50.0,100.0,2.0,516000,16324,26741,0,0,,10472.0,,26.0,66.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
93394,93395,4092050029,29,,C0,1,50.0,100.0,2.7,529000,19309,30674,1620,1620,1017.0,11418.0,,22.0,38.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
425896,425897,1011402077,2077,,R4,2,81.0,120.0,28.0,355804,55784,160112,0,0,,10023.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
116147,116148,3050910018,18,,B3,1,20.0,122.0,2.0,467000,13371,21025,12133,12133,1017.0,11226.0,,20.0,55.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
382032,382033,3010880020,20,,C0,1,20.0,100.0,3.0,1878000,18697,31351,1620,1620,1017.0,11215.0,,20.0,58.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
316705,316706,5031160017,17,,C0,1,20.0,169.0,3.0,527000,18690,29055,1620,1620,1017.0,10305.0,,20.0,39.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
980824,980825,3061331014,1014,,R4,2,33.0,101.0,8.0,86720,15036,39024,12000,35988,5113.0,11209.0,,25.0,52.0,4,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
506489,506490,4095950037,37,,B2,1,20.0,100.0,2.5,452000,17100,27120,0,0,,11419.0,,20.0,45.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
963576,963577,4050501312,1312,,R4,2,50.0,57.0,8.0,120272,13408,54122,11673,52387,5113.0,11355.0,,50.0,57.0,3,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
200947,200948,3062340045,45,,V2,1B,53.0,20.0,3.0,9700,582,582,0,0,,11220.0,,25.0,52.0,10,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
1046740,1046741,4092140033,33,,A5,1,20.0,78.0,2.7,518000,15812,26085,0,0,,11418.0,,20.0,32.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
296061,296062,4088910025,25,,A1,1,31.0,90.0,2.5,409000,14201,22169,1620,1620,1017.0,11421.0,,16.0,37.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
831388,831389,5038060016,16,,B2,1,20.0,100.0,2.0,387000,10105,16857,4149,4149,1010.0,10306.0,,14.0,55.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
